acc_no,wrng_mode_cd,span,wire_knd_cd,wire_spec_cd,wire_lico,newi_knd_cd,newi_spec_cd
476920204037,13,40,AO,35.0,1,AL,32.0
476920204037,13,46,AO,35.0,1,AL,32.0
476920204037,13,39,AO,35.0,1,AL,32.0
476920204037,13,25,AO,35.0,1,AL,32.0
476920204037,13,44,AO,35.0,1,AL,32.0
476920204052,13,28,C2,25.0,1,ZZ,0.0
476920204052,13,28,C2,25.0,1,ZZ,0.0
476920204052,13,17,C2,35.0,1,ZZ,0.0
476920204052,13,28,C2,25.0,1,ZZ,0.0
476920204067,13,35,AO,35.0,1,AL,32.0
476920204082,13,52,AO,35.0,1,AL,32.0
476920204082,13,40,AO,35.0,1,AL,32.0
476920204099,13,38,AO,35.0,1,AL,32.0
476920204106,13,54,AO,35.0,1,AL,32.0
476920204106,13,33,AO,35.0,1,AL,32.0
476920204106,13,34,AO,35.0,1,AL,32.0
476920204106,13,46,AO,35.0,1,AL,32.0
476920204106,13,46,AO,35.0,1,AL,32.0
476920204106,13,55,AO,35.0,1,AL,32.0
476920204109,43,58,AO,35.0,3,AL,32.0
476920204115,13,60,AO,35.0,1,AL,32.0
476920204117,43,41,OW,38.0,3,AL,58.0
476920204117,43,57,OW,38.0,3,AL,58.0
476920204120,13,32,AO,35.0,1,AL,32.0
476920204120,13,25,AO,35.0,1,AL,32.0
476920204120,13,20,AO,35.0,1,AL,32.0
476920204122,13,63,AO,35.0,1,AL,32.0
476920204125,13,60,C2,25.0,1,ZZ,0.0
476920204125,13,33,C2,25.0,1,ZZ,0.0
476920204125,13,34,C2,25.0,1,ZZ,0.0
476920204125,13,54,C2,25.0,1,ZZ,0.0
476920204125,13,37,C2,25.0,1,ZZ,0.0
476920204125,13,45,AO,35.0,1,AL,32.0
476920204125,13,42,AO,35.0,1,AL,32.0
476920204125,13,38,C2,25.0,1,ZZ,0.0
476920204125,13,42,C2,25.0,1,ZZ,0.0
476920204131,13,50,AO,35.0,1,AL,32.0
476920204134,13,42,AO,35.0,1,AL,32.0
476920204135,13,32,AO,35.0,1,AL,32.0
476920204138,13,47,AO,35.0,1,AL,32.0
476920204138,13,50,AO,35.0,1,AL,32.0
476920204138,13,19,AO,35.0,1,AL,32.0
476920204139,13,40,C2,25.0,1,ZZ,0.0
476920204139,13,46,C2,25.0,1,ZZ,0.0
476920204139,13,42,C2,25.0,1,ZZ,0.0
476920204139,13,39,AO,35.0,1,AL,32.0
476920204139,13,26,AO,35.0,1,AL,32.0
476920204142,13,46,AO,35.0,1,AL,32.0
476920204142,13,45,AO,35.0,1,AL,32.0
476920204142,13,28,AO,35.0,1,AL,32.0
476920204144,43,41,AO,35.0,3,AL,32.0
476920204144,43,32,AO,35.0,3,AL,58.0
476920204144,43,53,AO,35.0,3,AL,32.0
476920204144,43,30,OW,60.0,3,WO,60.0
476920204147,13,45,AO,35.0,1,AL,32.0
476920204147,13,35,AO,35.0,1,AL,32.0
476920204147,13,25,AO,35.0,1,AL,32.0
476920204147,13,46,AO,35.0,1,AL,32.0
476920204148,43,13,AO,35.0,3,AL,32.0
476920204148,13,25,AO,35.0,1,AL,32.0
476920204149,13,59,AO,35.0,1,AL,32.0
476920204158,13,57,AO,35.0,1,AL,32.0
476920204160,13,46,AO,35.0,1,AL,32.0
476920204160,13,40,AO,35.0,1,AL,32.0
476920204167,13,42,C2,25.0,1,ZZ,0.0
476920204168,13,13,AO,35.0,1,AL,32.0
476920204175,13,45,AO,35.0,1,AL,32.0
476920204180,13,25,D2,3.2,1,ZZ,0.0
476920204181,13,50,AO,35.0,1,AL,32.0
476920204181,43,73,AO,35.0,1,AL,32.0
476920204181,43,7,AO,35.0,3,AL,32.0
476920204184,13,16,D2,3.2,1,ZZ,0.0
476920204192,13,10,AO,35.0,1,AL,32.0
476920204198,13,35,C2,25.0,1,ZZ,0.0
476920204198,13,18,AO,35.0,1,AL,32.0
476920204207,13,54,C2,25.0,1,ZZ,0.0
476920204208,13,22,OW,22.0,1,WO,22.0
476920204209,43,12,C4,25.0,1,ZZ,0.0
476920204214,13,48,AO,35.0,1,AL,32.0
476920204229,43,45,AO,35.0,3,AL,32.0
476920204229,43,30,C4,25.0,1,ZZ,0.0
476920204229,43,40,C4,25.0,1,ZZ,0.0
476920204229,43,25,AO,35.0,3,AL,32.0
476920204235,13,31,AO,35.0,1,AL,32.0
476920204235,13,23,AO,35.0,1,AL,32.0
476920204237,13,32,AO,35.0,1,AL,32.0
476920204243,43,34,AO,35.0,3,AL,32.0
476920204243,43,36,AO,35.0,3,AL,32.0
476920204243,43,68,AO,35.0,3,AL,32.0
476920204243,43,52,AO,35.0,3,AL,32.0
476920204244,43,54,AO,35.0,3,AL,32.0
476920204247,13,27,C2,25.0,1,ZZ,0.0
476920204247,13,40,AO,35.0,1,AL,32.0
476920204247,13,50,AO,35.0,1,AL,32.0
476920204249,13,16,AO,35.0,1,AL,32.0
476920204250,13,41,AO,35.0,1,AL,32.0
476920204250,13,33,AO,35.0,1,AL,32.0
476920204250,13,43,AO,35.0,1,AL,32.0
476920204250,13,32,AO,35.0,1,AL,32.0
476920204251,13,57,AO,35.0,1,AL,32.0
476920204251,13,52,AO,35.0,1,AL,32.0
476920204254,13,28,AO,35.0,1,AL,32.0
476920204255,13,43,AO,35.0,1,AL,32.0
476920204265,13,53,AO,35.0,1,AL,32.0
476920204265,13,43,AO,35.0,1,AL,32.0
476920204265,13,53,AO,35.0,1,AL,32.0
476920204265,13,50,AO,35.0,1,AL,32.0
476920204268,13,40,AO,35.0,1,AL,32.0
476920204268,13,43,AO,35.0,1,AL,32.0
476920204268,13,46,AO,35.0,1,AL,32.0
476920204268,13,39,AO,35.0,1,AL,32.0
476920204268,13,57,AO,35.0,1,AL,32.0
476920204268,13,16,AO,35.0,1,AL,32.0
476920204269,13,56,AO,35.0,1,AL,32.0
476920204273,43,61,AO,35.0,3,AL,32.0
476920204281,13,42,AO,35.0,1,AL,32.0
476920204282,13,57,AO,35.0,1,AL,32.0
476920204282,13,48,AO,35.0,1,AL,32.0
476920204283,43,28,AO,35.0,3,AL,32.0
476920204283,43,46,AO,35.0,3,AL,32.0
476920204283,43,40,AO,35.0,3,AL,32.0
476920204293,13,32,AO,35.0,1,AL,32.0
476920204295,13,39,AO,35.0,1,AL,32.0
476920204301,43,42,AO,35.0,3,AL,32.0
476920204302,13,35,AO,35.0,1,AL,32.0
476920204302,13,38,AO,35.0,1,AL,32.0
476920204306,13,36,AO,35.0,1,AL,32.0
476920204306,13,53,AO,35.0,1,AL,32.0
476920204306,13,55,AO,35.0,1,AL,32.0
476920204306,13,65,AO,35.0,1,AL,32.0
476920204306,13,36,AO,35.0,1,AL,58.0
476920204322,13,34,AO,35.0,1,AL,32.0
476920204329,13,48,AO,35.0,1,AL,32.0
476920204329,13,50,AO,35.0,1,AL,32.0
476920204329,13,32,C2,25.0,1,ZZ,0.0
476920204329,13,33,C2,25.0,1,ZZ,0.0
476920204329,13,33,C2,25.0,1,ZZ,0.0
476920204329,13,39,C2,25.0,1,ZZ,0.0
476920204330,13,40,AO,35.0,1,AL,32.0
476920204330,13,55,AO,35.0,1,AL,32.0
476920204330,13,25,AO,35.0,1,AL,32.0
476920204330,13,48,AO,35.0,1,AL,32.0
476920204331,13,45,C2,25.0,1,ZZ,0.0
476920204334,13,50,AO,35.0,1,AL,32.0
476920204334,13,19,AO,35.0,1,AL,32.0
476920204338,43,68,AO,35.0,3,AL,58.0
476920204338,43,56,AO,35.0,3,AL,58.0
476920204338,43,68,AO,35.0,3,AL,58.0
476920204338,43,59,AO,35.0,3,AL,58.0
476920204338,43,58,AO,35.0,3,AL,32.0
476920204338,43,27,AO,35.0,3,AL,32.0
476920204347,13,47,AO,35.0,1,AL,32.0
476920204347,13,35,AO,35.0,1,AL,32.0
476920204348,13,40,AO,35.0,1,AL,32.0
476920204348,13,45,AO,35.0,1,AL,32.0
476920204348,13,24,AO,35.0,1,AL,32.0
476920204348,13,40,AO,35.0,1,AL,32.0
476920204351,43,9,OW,22.0,3,WO,22.0
476920204351,43,38,OW,22.0,3,AL,58.0
476920204356,13,24,AO,35.0,1,AL,32.0
476920204363,13,42,AO,35.0,1,AL,32.0
476920204363,13,31,AO,35.0,1,AL,32.0
476920204363,13,39,AO,35.0,1,AL,32.0
476920204363,13,37,AO,35.0,1,AL,32.0
476920204363,13,28,AO,35.0,1,AL,32.0
476920204374,13,39,AO,35.0,1,AL,32.0
476920204374,13,24,AO,35.0,1,AL,32.0
476920204377,13,9,AO,35.0,1,AL,32.0
476920204382,13,11,AO,35.0,1,AL,32.0
476920204392,13,13,AO,35.0,1,AL,32.0
476920204394,43,48,AO,35.0,3,AL,32.0
476920204394,43,18,AO,35.0,3,AL,32.0
476920204394,43,45,AO,35.0,3,AL,32.0
476920204394,43,46,AO,35.0,3,AL,32.0
476920204394,43,28,AO,35.0,3,AL,32.0
476920204398,13,34,AO,35.0,1,AL,32.0
476920204400,13,49,AO,35.0,1,AL,32.0
476920204401,13,24,AO,35.0,1,AL,32.0
476920204401,13,49,AO,35.0,1,AL,32.0
476920204403,13,41,AO,35.0,1,AL,32.0
476920204403,13,35,AO,35.0,1,AL,32.0
476920204410,13,36,AO,35.0,1,AL,32.0
476920204414,13,56,AO,35.0,1,AL,95.0
476920204414,13,32,AO,35.0,1,AL,32.0
476920204418,13,50,AO,35.0,1,AL,32.0
476920204418,13,49,AO,35.0,1,AL,32.0
476920204418,13,46,AO,35.0,1,AL,32.0
476920204418,13,40,AO,35.0,1,AL,32.0
476920204418,13,48,AO,35.0,1,AL,32.0
476920204422,43,16,OW,22.0,3,WO,22.0
476920204425,43,39,AO,35.0,3,AL,32.0
476920204425,43,44,AO,35.0,3,AL,58.0
476920204425,43,28,AO,35.0,3,AL,32.0
476920204432,43,37,AO,35.0,3,AL,32.0
476920204432,43,49,AO,35.0,3,AL,32.0
476920204433,13,27,AO,35.0,1,AL,32.0
476920204434,13,65,AO,35.0,1,AL,32.0
476920204434,13,47,AO,35.0,1,AL,32.0
476920204434,13,26,AO,35.0,1,AL,32.0
476920204441,13,34,AO,35.0,1,AL,32.0
476920204442,43,55,AO,35.0,3,AL,32.0
476920204442,43,36,AO,35.0,3,AL,32.0
476920204442,43,29,AO,35.0,3,AL,32.0
476920204443,43,49,AO,35.0,3,AL,32.0
476920204450,43,32,AO,35.0,3,AL,32.0
476920204451,13,35,AO,35.0,1,AL,32.0
476920204454,43,32,AO,35.0,3,AL,32.0
476920204455,13,44,AO,35.0,1,AL,32.0
476920204455,13,42,AO,35.0,1,AL,32.0
476920204455,13,39,AO,35.0,1,AL,32.0
476920204455,13,57,AO,35.0,1,AL,32.0
476920204455,13,46,AO,35.0,1,AL,32.0
476920204456,13,35,AO,35.0,1,AL,32.0
476920204456,13,45,AO,35.0,1,AL,32.0
476920204460,43,16,C4,25.0,1,ZZ,0.0
476920204461,13,26,AO,35.0,1,AL,32.0
476920204463,13,60,AO,35.0,1,AL,32.0
476920204463,13,43,AO,35.0,1,AL,32.0
476920204463,13,26,AO,35.0,1,AL,32.0
476920204468,43,42,OW,22.0,3,WO,22.0
476920204474,43,28,AO,35.0,3,AL,32.0
476920204476,13,33,AO,35.0,1,AL,32.0
476920204476,13,36,AO,35.0,1,AL,32.0
476920204476,13,31,AO,35.0,1,AL,32.0
476920204476,13,30,AO,35.0,1,AL,32.0
476920204482,43,24,AO,35.0,3,AL,32.0
476920204495,43,46,AO,35.0,3,AL,95.0
476920204495,43,14,AO,35.0,3,AL,32.0
476920204495,43,42,AO,35.0,3,AL,95.0
476920204496,43,46,AO,35.0,3,AL,95.0
476920204496,43,40,AO,35.0,3,AL,95.0
476920204496,43,60,AO,35.0,3,AL,95.0
476920204496,43,43,AO,35.0,3,AL,32.0
476920204496,43,51,AO,35.0,3,AL,32.0
476920204497,13,29,AO,35.0,1,AL,32.0
476920204505,13,47,AO,35.0,1,AL,32.0
476920204506,43,30,AO,35.0,3,AL,32.0
476920204516,13,18,D2,3.2,1,ZZ,0.0
476920204518,13,49,C2,25.0,1,ZZ,0.0
476920204518,13,46,AO,35.0,1,AL,32.0
476920204518,13,22,AO,35.0,1,AL,32.0
476920204519,13,38,AO,35.0,1,AL,32.0
476920204525,13,32,AO,35.0,1,AL,32.0
476920204525,13,33,AO,35.0,1,AL,32.0
476920204528,13,34,AO,35.0,1,AL,32.0
476920204534,13,46,AO,35.0,1,AL,32.0
476920204534,13,65,AO,35.0,1,AL,32.0
476920204534,13,33,AO,35.0,1,AL,32.0
476920204535,13,52,AO,35.0,1,AL,58.0
476920204535,13,22,AO,35.0,1,AL,32.0
476920204535,13,41,AO,35.0,1,AL,32.0
476920204538,43,33,AO,35.0,3,AL,32.0
476920204538,43,30,AO,35.0,3,AL,32.0
476920204538,43,44,C4,35.0,1,ZZ,0.0
476920204538,43,29,AO,35.0,3,AL,32.0
476920204538,43,28,C4,35.0,1,ZZ,0.0
476920204542,13,20,AO,35.0,1,AL,32.0
476920204543,13,25,AO,35.0,1,AL,32.0
476920204550,13,52,AO,35.0,1,AL,32.0
476920204550,13,31,AO,35.0,1,AL,32.0
476920204550,13,63,AO,35.0,1,AL,32.0
476920204552,13,45,AO,35.0,1,AL,32.0
476920204555,13,30,OW,22.0,1,WO,22.0
476920204555,13,40,OW,22.0,1,OW,22.0
476920204555,13,39,OW,22.0,1,OW,22.0
476920204555,13,36,OW,22.0,1,WO,22.0
476920204555,13,26,OW,22.0,1,WO,22.0
476920204555,13,38,OW,22.0,1,WO,22.0
476920204555,13,52,OW,22.0,1,OW,22.0
476920204555,13,40,OW,38.0,1,AL,58.0
476920204555,13,27,OW,38.0,1,AL,58.0
476920204555,13,36,OW,38.0,1,AL,58.0
476920204555,13,33,OW,22.0,1,WO,22.0
476920204555,13,36,OW,22.0,1,WO,22.0
476920204557,13,61,AO,35.0,1,AL,32.0
476920204559,43,41,AO,35.0,3,AL,32.0
476920204559,43,26,OW,22.0,1,OW,22.0
476920204560,13,15,AO,35.0,1,AL,32.0
476920204560,13,21,AO,35.0,1,AL,32.0
476920204566,13,36,AO,35.0,1,AL,32.0
476920204566,13,42,AO,35.0,1,AL,32.0
476920204566,13,10,AO,35.0,1,AL,32.0
476920204566,13,38,AO,35.0,1,AL,32.0
476920204566,13,37,AO,35.0,1,AL,32.0
476920204567,13,27,OW,22.0,1,WO,22.0
476920204569,43,38,AO,35.0,3,AL,32.0
476920204569,43,45,AO,35.0,3,AL,32.0
476920204570,43,46,AO,35.0,3,AL,95.0
476920204570,43,48,AO,35.0,3,AL,95.0
476920204570,43,21,C4,25.0,1,ZZ,0.0
476920204571,43,27,OW,60.0,3,WO,38.0
476920204571,13,38,OC,32.0,1,AL,32.0
476920204571,43,37,AO,35.0,3,AL,32.0
476920204571,43,58,OW,60.0,3,WO,38.0
476920204571,43,47,OW,60.0,3,WO,38.0
476920204571,43,23,OW,60.0,3,WO,38.0
476920204575,13,33,AO,35.0,1,AL,32.0
476920204576,13,72,AO,35.0,1,AL,32.0
476920204576,13,42,AO,35.0,1,AL,32.0
476920204577,13,52,AO,35.0,1,AL,58.0
476920204577,13,23,AO,35.0,1,AL,32.0
476920204578,13,58,AO,35.0,1,AL,58.0
476920204578,13,66,AO,35.0,1,AL,58.0
476920204578,13,40,AO,35.0,1,AL,32.0
476920204579,13,54,AO,35.0,1,AL,95.0
476920204579,13,78,AO,35.0,1,AL,32.0
476920204579,13,74,AO,35.0,1,AL,32.0
476920204591,13,24,AO,35.0,1,AL,32.0
476920204591,13,69,AO,35.0,1,AL,95.0
476920204592,13,51,C2,25.0,1,ZZ,0.0
476920204592,13,26,C2,25.0,1,ZZ,0.0
476920204592,13,52,C2,25.0,1,ZZ,0.0
476920204592,13,50,C2,25.0,1,ZZ,0.0
476920204593,13,71,AO,35.0,1,AL,95.0
476920204593,13,28,AO,35.0,1,AL,32.0
476920204594,13,25,AO,35.0,1,AL,32.0
476920204595,13,29,AO,35.0,1,AL,32.0
476920204596,43,45,AO,35.0,3,AL,32.0
476920204596,43,45,AO,35.0,3,AL,32.0
476920204596,43,47,AO,35.0,3,AL,32.0
476920204596,43,42,AO,35.0,3,AL,32.0
476920204596,43,43,AO,35.0,3,AL,32.0
476920204597,13,43,AO,35.0,1,AL,32.0
476920204597,13,41,AO,35.0,1,AL,32.0
476920204597,13,76,AO,35.0,1,AL,32.0
476920204598,43,12,AO,35.0,3,AL,32.0
476920204602,43,18,AO,35.0,3,AL,32.0
476920204614,13,32,AO,35.0,1,AL,32.0
476920204614,13,33,AO,35.0,1,AL,32.0
476920204614,13,22,AO,35.0,1,AL,32.0
476920204621,43,40,AO,35.0,3,AL,32.0
476920204621,43,25,AO,35.0,3,AL,32.0
476920204623,43,35,AO,35.0,3,AL,32.0
476920204624,13,72,AO,35.0,1,AL,32.0
476920204624,13,57,AO,35.0,1,AL,32.0
476920204624,13,32,AO,35.0,1,AL,32.0
476920204631,13,47,AO,35.0,1,AL,32.0
476920204631,13,38,AO,35.0,1,AL,32.0
476920204631,13,28,AO,35.0,1,AL,32.0
476920204634,13,35,AO,35.0,1,AL,32.0
476920204634,13,35,C2,25.0,1,ZZ,0.0
476920204634,43,43,AO,35.0,1,AL,32.0
476920204634,13,43,C2,25.0,1,ZZ,0.0
476920204645,13,62,AO,35.0,1,AL,58.0
476920204645,13,36,AO,35.0,1,AL,32.0
476920204646,13,65,AO,35.0,1,AL,32.0
476920204647,43,47,AO,35.0,3,AL,32.0
476920204647,43,52,AO,35.0,3,AL,32.0
476920204647,43,35,AO,35.0,3,AL,32.0
476920204650,13,23,AO,35.0,1,AL,32.0
476920204652,13,25,AO,35.0,1,AL,32.0
476920204652,13,32,AO,35.0,1,AL,32.0
476920204660,13,51,AO,35.0,1,AL,32.0
476920204674,13,17,AO,35.0,1,AL,32.0
476920204676,13,48,AO,35.0,1,AL,32.0
476920204676,13,32,AO,35.0,1,AL,32.0
476920204676,13,19,AO,35.0,1,AL,32.0
476920204681,13,42,AO,35.0,1,AL,32.0
476920204683,43,22,AO,35.0,3,AL,32.0
476920204685,13,19,AO,35.0,1,AL,32.0
476920204689,13,47,AO,35.0,1,AL,32.0
476920204695,13,61,AO,35.0,1,AL,58.0
476920204695,13,59,AO,35.0,1,AL,58.0
476920204695,13,51,AO,35.0,1,AL,32.0
476920204695,13,62,AO,35.0,1,AL,32.0
476920204695,13,52,AO,35.0,1,AL,32.0
476920204695,13,47,AO,35.0,1,AL,32.0
476920204695,13,31,AO,35.0,1,AL,32.0
476920204696,13,55,AO,35.0,1,AL,32.0
476920204696,13,39,AO,35.0,1,AL,32.0
476920204696,13,25,AO,35.0,1,AL,32.0
476920204698,43,29,AO,35.0,3,AL,32.0
476920204698,43,35,AO,35.0,3,AL,32.0
476920204708,13,65,AO,35.0,1,AL,95.0
476920204708,13,25,AO,35.0,1,AO,35.0
476920204710,13,20,AO,35.0,1,AL,32.0
476920204711,43,32,C4,25.0,1,ZZ,0.0
476920204711,43,45,C4,25.0,1,ZZ,0.0
476920204711,43,33,C4,25.0,1,ZZ,0.0
476920204711,43,56,C4,25.0,1,ZZ,0.0
476920204711,43,22,C4,25.0,1,ZZ,0.0
476920204714,13,86,AO,35.0,1,AL,32.0
476920204714,13,56,AO,35.0,1,AL,32.0
476920204720,13,37,C2,25.0,1,ZZ,0.0
476920204720,13,56,C2,25.0,1,ZZ,0.0
476920204721,13,43,AO,35.0,1,AL,32.0
476920204721,13,66,AO,35.0,1,AL,32.0
476920204722,43,57,AO,35.0,3,AL,32.0
476920204723,13,25,AO,35.0,1,AL,32.0
476920204734,13,40,AO,35.0,1,AL,32.0
476920204734,13,57,AO,35.0,1,AL,32.0
476920204735,13,43,AO,35.0,1,AL,32.0
476920204735,13,76,AO,35.0,1,AL,32.0
476920204739,13,7,D2,3.2,1,ZZ,0.0
476920204739,13,40,OW,22.0,1,AL,58.0
476920204739,13,42,OW,22.0,1,AL,58.0
476920204739,13,40,AO,35.0,1,AL,32.0
476920204739,13,45,AO,35.0,1,AL,32.0
476920204739,13,43,AO,35.0,1,AL,32.0
476920204739,13,31,AO,35.0,1,AL,32.0
476920204740,13,42,AO,35.0,1,AL,32.0
476920204742,13,64,AO,35.0,1,AL,32.0
476920204742,13,61,AO,35.0,1,AL,32.0
476920204742,13,46,AO,35.0,1,AL,32.0
476920204742,13,42,AO,35.0,1,AL,32.0
476920204752,13,59,AO,35.0,1,AL,32.0
476920204752,13,61,AO,35.0,1,AL,32.0
476920204752,13,61,AO,35.0,1,AL,32.0
476920213007,13,58,AO,35.0,1,AL,32.0
476920213007,13,36,AO,35.0,1,AL,58.0
476920213007,13,48,AO,35.0,1,AL,32.0
476920213008,13,36,AO,35.0,1,AL,32.0
476920213015,13,73,AO,35.0,1,AL,32.0
476920213016,13,50,AO,35.0,1,AL,32.0
476920213017,13,48,AO,35.0,1,AL,32.0
476920213025,13,20,AO,35.0,1,AL,32.0
476920213025,13,48,AO,35.0,1,AL,32.0
476920213026,13,57,AO,35.0,1,AL,32.0
476920213026,13,56,AO,35.0,1,AL,32.0
476920213026,13,30,AO,35.0,1,AL,32.0
476920213032,13,48,AO,35.0,1,AL,32.0
476920213032,13,44,AO,35.0,1,AL,32.0
476920213032,13,39,AO,35.0,1,AL,32.0
476920213040,43,62,AO,35.0,3,AL,32.0
476920213040,43,54,AO,35.0,3,AL,32.0
476920213040,43,45,AO,35.0,3,AL,32.0
476920213040,43,13,AO,35.0,3,AL,32.0
476920213043,13,7,AO,35.0,1,AL,32.0
476920213043,13,28,AO,35.0,1,AL,32.0
476920213045,13,19,OW,22.0,1,WO,22.0
476920213046,13,25,AO,35.0,1,AL,32.0
476920213046,43,35,AO,35.0,3,AL,32.0
476920213047,13,46,AO,35.0,1,AL,32.0
476920213047,13,31,AO,35.0,1,AL,32.0
476920213048,13,30,D2,3.2,1,ZZ,0.0
476920213050,13,27,AO,35.0,1,AL,32.0
476920213063,13,22,AO,35.0,1,AL,32.0
476920213064,13,56,AO,35.0,1,AL,32.0
476920213064,13,40,C2,25.0,1,ZZ,0.0
476920213064,13,63,AO,35.0,1,AL,32.0
476920213072,13,27,AO,35.0,1,AL,32.0
476920213084,13,60,AO,35.0,1,AL,32.0
476920213084,13,62,AO,35.0,1,AL,32.0
476920213085,13,50,AO,35.0,1,AL,32.0
476920213085,13,27,AO,35.0,1,AL,32.0
476920213086,13,45,AO,35.0,1,AL,32.0
476920213087,13,27,AO,35.0,1,AL,32.0
476920213101,43,47,AO,35.0,3,AL,58.0
476920213101,43,61,AO,35.0,3,AL,32.0
476920213101,43,28,AO,35.0,3,AL,32.0
476920213102,13,63,AO,35.0,1,ZZ,0.0
476920213102,13,41,AO,35.0,1,AL,32.0
476920213111,13,10,AO,35.0,1,AL,32.0
476920213111,13,21,AO,35.0,1,AL,32.0
476920213112,13,57,AO,35.0,1,AL,32.0
476920213115,13,65,C2,25.0,1,ZZ,0.0
476920213115,13,40,C2,25.0,1,ZZ,0.0
476920213115,13,59,AO,35.0,1,AL,32.0
476920213115,13,53,AO,35.0,1,AL,32.0
476920213115,13,46,AO,35.0,1,AL,32.0
476920213115,13,54,AO,35.0,1,AL,32.0
476920213118,13,41,AO,35.0,1,AL,32.0
476920213119,13,78,AO,35.0,1,AL,58.0
476920213119,13,45,AO,35.0,1,AL,32.0
476920213122,13,48,AO,35.0,1,AL,32.0
476920213122,13,37,AO,35.0,1,AL,32.0
476920213122,13,44,AO,35.0,1,AL,32.0
476920213122,13,34,AO,35.0,1,AL,32.0
476920213123,43,40,AO,35.0,3,AL,32.0
476920213124,43,15,AO,35.0,3,AL,32.0
476920213128,13,47,AO,35.0,1,AL,32.0
476920213128,13,21,AO,35.0,1,AL,32.0
476920213129,13,40,AO,35.0,1,AL,32.0
476920213129,13,55,AO,35.0,1,AL,32.0
476920213132,13,63,AO,35.0,1,AL,32.0
476920213139,13,53,AO,35.0,1,AL,32.0
476920213139,13,23,AO,35.0,1,AL,32.0
476920213139,13,46,AO,35.0,1,AL,32.0
476920213139,13,36,AO,35.0,1,AL,32.0
476920213139,13,45,AO,35.0,1,AL,32.0
476920213139,13,39,AO,35.0,1,AL,32.0
476920213140,13,53,AO,35.0,1,AL,32.0
476920213145,13,35,AO,35.0,1,AL,32.0
476920213146,13,27,AO,35.0,1,AL,32.0
476920213149,43,16,AO,35.0,3,AL,32.0
476920213152,13,25,AO,35.0,1,AL,32.0
476920213156,13,21,AO,35.0,1,AL,32.0
476920213157,13,38,AO,35.0,1,AL,32.0
476920213157,13,54,AO,35.0,1,AL,32.0
476920213158,13,60,AO,35.0,1,AL,32.0
476920213158,13,29,AO,35.0,1,AL,32.0
476920213159,43,43,AO,35.0,3,AL,32.0
476920213160,13,57,AO,35.0,1,AL,32.0
476920213160,13,25,AO,35.0,1,AL,32.0
476920213162,13,32,AO,35.0,1,AL,32.0
476920213162,13,32,AO,35.0,1,AL,32.0
476920213177,13,36,AO,35.0,1,AL,32.0
476920213181,13,55,AO,35.0,1,AL,95.0
476920213181,13,23,AO,35.0,1,AL,32.0
476920213181,13,45,AO,35.0,1,AL,32.0
476920213182,13,31,AO,35.0,1,AL,32.0
476920213184,13,21,AO,35.0,1,AL,32.0
476920213186,13,40,AO,35.0,1,AL,32.0
476920213186,13,36,AO,35.0,1,AL,32.0
476920213186,13,29,AO,35.0,1,AL,32.0
476920213186,13,37,AO,35.0,1,AL,32.0
476920213186,13,66,AO,35.0,1,AL,32.0
476920213186,13,48,AO,35.0,1,AL,32.0
476920213186,13,12,AO,35.0,1,AL,32.0
476920213188,13,85,AO,35.0,1,AL,32.0
476920213197,13,44,AO,35.0,1,AL,32.0
476920213197,13,54,AO,35.0,1,AL,32.0
476920213200,43,40,AO,35.0,3,AL,58.0
476920213200,43,22,AO,35.0,3,AL,32.0
476920213203,13,58,AO,35.0,1,AL,32.0
476920213216,13,25,AO,35.0,1,AL,32.0
476920213217,13,25,AO,35.0,1,AL,32.0
476920213217,13,52,AO,35.0,1,ZZ,0.0
476920213217,13,51,AO,35.0,1,ZZ,0.0
476920213220,13,55,C2,25.0,1,ZZ,0.0
476920213221,43,41,AO,35.0,3,AL,32.0
476920213221,43,48,AO,35.0,3,AL,32.0
476920213229,13,76,AO,35.0,1,AL,32.0
476920213229,13,60,AO,35.0,1,AL,32.0
476920213229,13,51,AO,35.0,1,AL,32.0
476920213234,13,28,AO,35.0,1,AL,32.0
476920213244,13,13,AO,35.0,1,AL,32.0
476920213247,13,10,AO,35.0,1,AL,32.0
476920213254,13,53,AO,35.0,1,AL,58.0
476920213254,13,12,AO,35.0,1,AL,32.0
476920213261,13,40,AO,35.0,1,AL,32.0
476920213262,13,38,AO,35.0,1,AL,32.0
476920213264,13,51,AO,35.0,1,AL,32.0
476920213266,13,47,AO,35.0,1,AL,32.0
476920213266,13,25,AO,35.0,1,AL,32.0
476920213267,43,44,C4,25.0,1,ZZ,0.0
476920213267,43,39,C4,25.0,1,ZZ,0.0
476920213268,13,41,AO,35.0,1,AL,32.0
476920213269,13,38,AO,35.0,1,AL,32.0
476920213272,13,12,AO,35.0,1,AL,32.0
476920213273,13,25,AO,35.0,1,AL,32.0
476920213274,13,43,AO,35.0,1,AL,32.0
476920213274,13,38,AO,35.0,1,AL,32.0
476920213286,13,54,AO,35.0,1,AL,32.0
476920213286,13,8,AO,35.0,1,AL,32.0
476920213286,13,52,AO,35.0,1,AL,32.0
476920213286,13,44,AO,35.0,1,AL,32.0
476920213287,13,44,AO,35.0,1,AL,32.0
476920213288,43,45,C4,25.0,1,ZZ,0.0
476920213296,13,15,AO,35.0,1,AL,32.0
476920213301,13,37,AO,35.0,1,AL,32.0
476920213303,13,44,AO,35.0,1,AL,32.0
